latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2005-07-08,0.00,1.80,53,10.0,53,3.50,0.334,6.0,21.80,15.2,52486.32,18.4,9.3,79,14.2
2005-07-09,0.00,0.20,51,1.0,53,3.01,0.332,7.4,16.67,15.2,47116.78,19.9,9.4,76,15.6
2005-07-10,0.00,0.50,51,3.0,61,4.79,0.330,12.7,24.20,15.6,41122.82,24.8,14.3,72,19.4
2005-07-11,0.00,0.00,2,0.0,17,5.32,0.326,11.6,26.23,16.1,53848.28,24.4,15.0,60,20.3
2005-07-12,0.00,0.00,2,0.0,27,4.76,0.322,9.3,23.03,16.5,53795.90,25.6,15.2,62,21.1
2005-07-13,0.00,0.00,3,0.0,59,4.47,0.319,6.6,21.11,16.9,53692.28,26.6,16.3,62,22.1
2005-07-14,0.00,0.00,3,0.0,46,4.66,0.315,6.0,23.64,17.3,53235.08,26.5,16.3,68,21.9
2005-07-15,0.00,1.90,53,5.0,42,4.47,0.313,11.2,20.39,17.5,53470.95,26.0,15.9,66,21.8
2005-07-16,0.00,0.30,51,2.0,58,4.14,0.311,10.0,20.58,17.4,46664.00,23.2,14.3,68,19.1
2005-07-17,0.00,0.00,2,0.0,20,4.52,0.308,7.3,25.22,17.4,53232.05,22.9,13.1,63,18.1
2005-07-18,0.00,1.60,55,3.0,25,5.10,0.304,6.2,26.12,17.5,52077.25,27.7,13.1,64,20.5
2005-07-19,0.00,0.00,3,0.0,59,3.93,0.301,16.7,19.74,17.5,49910.82,20.6,16.3,68,18.2
2005-07-20,0.00,1.20,51,8.0,59,3.61,0.299,21.0,14.37,17.2,46169.51,19.6,13.1,64,16.4
2005-07-21,0.00,0.20,51,2.0,94,2.73,0.298,26.5,7.66,16.6,5868.51,18.0,12.0,70,14.8
2005-07-22,0.00,3.90,53,11.0,100,1.01,0.299,17.2,3.07,16.1,0.00,14.4,12.6,87,13.4
2005-07-23,0.00,0.00,3,0.0,94,2.45,0.301,12.7,11.25,15.7,14085.57,17.1,11.2,73,14.2
2005-07-24,0.00,2.60,53,7.0,62,3.46,0.299,9.4,18.62,15.9,44838.19,22.3,11.3,76,16.9
2005-07-25,0.00,5.70,61,8.0,72,3.54,0.298,11.1,18.60,16.3,46403.18,22.4,15.8,78,18.8
2005-07-26,0.00,1.70,51,7.0,79,2.86,0.297,12.2,14.61,16.5,35679.70,19.7,16.0,76,17.7
2005-07-27,0.00,6.40,61,7.0,86,3.06,0.296,5.4,14.50,16.7,28838.03,26.8,15.2,75,20.4
2005-07-28,0.00,9.20,61,7.0,74,4.92,0.299,8.2,23.50,17.5,48218.93,30.2,17.1,74,23.8
2005-07-29,0.00,4.10,61,5.0,78,3.67,0.297,6.4,17.92,18.0,40599.79,27.6,18.1,77,22.9
2005-07-30,0.00,2.80,61,5.0,59,3.81,0.295,13.5,19.84,18.1,44196.16,22.0,16.6,72,19.8
2005-07-31,0.00,2.80,55,5.0,52,3.07,0.293,14.3,16.46,17.6,35610.67,20.3,13.2,76,16.5
2005-08-01,0.00,0.00,3,0.0,85,2.98,0.292,12.2,15.74,17.2,38929.14,20.3,13.3,72,16.4
2005-08-02,0.00,0.00,3,0.0,90,2.97,0.291,6.3,15.81,17.0,27640.09,20.8,11.8,69,16.2
2005-08-03,0.00,0.50,51,2.0,64,3.38,0.289,9.3,17.22,17.0,39913.89,21.2,13.4,67,16.9
2005-08-04,0.00,0.10,51,1.0,54,3.21,0.287,14.0,17.70,16.9,47151.83,19.2,11.3,73,15.5
2005-08-05,0.00,8.10,61,9.0,80,2.19,0.287,10.3,11.11,16.5,28514.90,20.0,9.8,80,14.9
2005-08-06,0.00,3.90,61,10.0,72,2.77,0.291,15.2,16.13,16.3,30928.03,17.5,11.2,77,14.0
2005-08-07,0.00,2.10,51,7.0,82,2.51,0.291,12.8,16.90,15.8,40105.98,15.2,9.1,81,12.0
2005-08-08,0.00,1.40,51,9.0,90,2.02,0.291,12.8,11.26,15.5,24829.51,16.7,10.1,79,13.1
2005-08-09,0.00,0.20,51,2.0,83,2.68,0.291,15.7,14.28,15.4,31570.19,16.5,11.9,73,14.0
2005-08-10,0.00,1.40,53,4.0,80,2.26,0.290,16.1,12.07,15.1,28088.95,16.2,9.9,76,13.2
2005-08-11,0.00,0.50,51,4.0,89,2.57,0.289,15.5,11.78,15.1,24407.06,20.2,11.6,74,15.4
2005-08-12,0.00,9.40,63,8.0,72,2.64,0.290,8.0,14.95,15.4,35778.48,21.7,12.1,83,16.0
2005-08-13,0.00,0.20,51,2.0,86,2.32,0.293,12.0,12.45,15.4,31309.08,18.3,11.3,74,14.8
2005-08-14,0.00,14.20,61,17.0,96,1.29,0.298,12.3,5.39,15.2,4153.11,15.3,12.1,83,14.3
2005-08-15,0.00,0.50,51,4.0,82,2.36,0.305,7.5,14.03,15.1,30853.92,19.3,11.1,86,15.0
2005-08-16,0.00,0.10,51,1.0,82,2.01,0.305,8.7,10.92,15.3,17954.58,19.6,12.8,83,15.7
2005-08-17,0.00,0.00,3,0.0,52,2.73,0.303,7.1,15.35,15.3,29819.71,21.1,10.4,79,15.6
2005-08-18,0.00,0.00,1,0.0,3,4.27,0.301,12.0,22.08,15.7,46846.74,25.7,11.7,73,19.0
2005-08-19,0.00,0.90,53,2.0,33,3.75,0.299,10.3,18.96,16.3,42410.94,26.1,14.6,75,20.2
2005-08-20,0.00,13.40,61,18.0,100,1.11,0.304,5.7,4.73,16.4,5007.84,19.8,16.0,88,17.6
2005-08-21,0.00,0.20,51,2.0,93,1.27,0.307,13.2,6.24,16.2,0.00,19.6,14.0,90,16.7
2005-08-22,0.00,0.40,51,2.0,78,2.72,0.306,13.2,14.68,16.4,30995.27,21.9,15.8,83,18.1
2005-08-23,0.00,0.00,3,0.0,87,1.96,0.304,12.1,8.55,16.5,17406.86,20.3,15.2,79,17.3
2005-08-24,0.00,1.20,51,7.0,90,1.27,0.304,5.3,6.02,16.4,10872.37,19.0,14.4,82,16.1
2005-08-25,0.00,4.10,53,11.0,94,1.04,0.306,14.7,2.64,16.1,0.00,16.3,13.5,83,15.1
2005-08-26,0.00,1.40,51,8.0,57,2.86,0.306,16.6,15.74,15.7,46147.62,17.1,10.8,71,13.9
2005-08-27,0.00,0.00,3,0.0,85,2.47,0.305,7.8,13.69,15.6,34832.27,18.5,9.9,72,14.8
2005-08-28,0.00,0.00,3,0.0,57,2.73,0.303,4.6,15.18,15.6,36069.48,21.0,10.2,73,15.9
2005-08-29,0.00,0.00,0,0.0,2,3.65,0.301,4.8,20.43,15.8,45517.92,24.2,12.4,72,17.9
2005-08-30,0.00,0.00,2,0.0,11,3.82,0.299,7.2,20.35,16.2,45299.39,25.3,11.8,71,19.0
2005-08-31,0.00,0.00,0,0.0,0,4.16,0.296,11.7,19.91,16.6,45079.96,26.9,13.4,70,20.7
2005-09-01,0.00,2.30,55,4.0,22,3.70,0.294,11.0,17.59,17.1,40968.95,28.0,14.8,74,21.5
2005-09-02,0.00,5.30,61,7.0,78,2.42,0.299,6.6,13.13,17.4,42943.73,22.6,16.0,83,19.4
2005-09-03,0.00,0.00,3,0.0,56,3.03,0.298,9.8,16.32,17.3,39090.43,22.4,15.8,77,18.5
2005-09-04,0.00,0.00,3,0.0,27,3.14,0.296,10.1,16.47,17.2,43481.79,23.3,13.8,74,18.2
2005-09-05,0.00,0.00,2,0.0,23,3.75,0.294,10.0,19.15,17.2,43617.73,24.3,11.8,66,18.4
2005-09-06,0.00,0.00,1,0.0,5,3.59,0.291,8.1,18.03,17.2,42764.66,25.9,12.9,67,19.5
2005-09-07,0.00,0.00,3,0.0,25,3.62,0.289,5.9,17.82,17.5,42325.56,26.9,16.9,63,21.7
2005-09-08,0.00,0.00,1,0.0,9,3.27,0.287,5.1,16.60,17.7,42239.62,27.3,15.5,70,21.1
2005-09-09,0.00,0.00,3,0.0,72,2.78,0.285,5.8,12.82,17.9,27152.23,26.0,17.7,67,21.4
2005-09-10,0.00,0.10,51,1.0,90,2.54,0.284,6.1,13.05,18.0,27894.94,25.0,15.9,76,19.9
2005-09-11,0.00,7.40,55,13.0,99,0.89,0.286,8.3,4.25,17.7,0.00,18.9,15.8,92,17.2
2005-09-12,0.00,1.50,51,10.0,95,0.68,0.289,12.7,2.95,17.4,5504.85,17.1,15.3,92,16.0
2005-09-13,0.00,0.00,3,0.0,70,1.87,0.289,5.6,11.09,17.0,33026.62,18.0,12.1,74,14.7
2005-09-14,0.00,0.00,3,0.0,70,1.94,0.287,14.4,9.28,16.5,19959.32,19.2,9.8,80,14.7
2005-09-15,0.00,8.20,61,15.0,90,1.65,0.287,13.6,7.94,16.7,21600.00,20.1,15.8,85,17.2
2005-09-16,0.00,9.30,61,11.0,80,1.35,0.299,15.6,6.78,16.5,21563.40,16.4,9.9,82,13.6
2005-09-17,0.00,0.00,3,0.0,51,2.01,0.300,11.0,12.17,15.6,34034.84,13.1,7.2,69,10.0
2005-09-18,0.00,0.00,1,0.0,2,2.41,0.298,5.0,16.46,14.9,40531.43,15.3,4.1,71,9.7
2005-09-19,0.00,0.00,0,0.0,0,2.49,0.297,7.9,15.96,14.5,40250.34,16.5,4.9,69,10.7
2005-09-20,0.00,0.00,0,0.0,0,2.48,0.295,4.9,15.96,14.2,39976.46,17.4,5.9,67,11.7
2005-09-21,0.00,0.00,0,0.0,1,2.33,0.294,6.2,14.25,14.1,39608.59,18.2,6.9,70,12.8
2005-09-22,0.00,0.00,0,0.0,0,2.44,0.292,7.8,15.29,14.1,39356.89,18.7,7.4,75,12.9
2005-09-23,0.00,0.00,3,0.0,15,2.33,0.291,7.9,13.14,14.2,37384.27,20.5,9.6,74,14.7
2005-09-24,0.00,0.00,2,0.0,30,2.31,0.290,6.5,13.50,14.3,38399.73,21.1,8.9,78,14.9
2005-09-25,0.00,0.30,51,2.0,54,2.18,0.288,6.9,12.15,14.5,36363.96,21.5,10.8,79,15.8
2005-09-26,0.00,5.50,55,10.0,66,2.01,0.290,8.0,10.53,14.6,32626.01,18.7,11.7,78,14.7
2005-09-27,0.00,0.00,3,0.0,96,1.91,0.290,11.4,8.18,14.7,22877.23,19.0,12.7,70,15.5
2005-09-28,0.00,0.80,51,3.0,82,1.80,0.290,11.9,10.03,14.8,36414.06,15.6,11.7,74,14.1
2005-09-29,0.00,5.70,55,14.0,74,1.20,0.292,15.9,6.49,14.3,18215.31,13.4,8.8,82,10.8
2005-09-30,0.00,0.00,3,0.0,88,1.59,0.292,12.9,7.40,13.9,21470.88,13.8,9.2,73,11.3
2005-10-01,0.00,9.10,61,11.0,99,0.58,0.296,13.1,1.15,13.8,0.00,12.7,10.3,87,11.4
2005-10-02,0.00,0.10,51,1.0,64,1.16,0.300,7.1,7.61,13.3,25366.34,13.4,4.8,85,9.7
2005-10-03,0.00,0.10,51,1.0,81,1.08,0.300,9.5,5.67,13.1,5706.01,14.0,7.5,85,10.6
2005-10-04,0.00,0.00,3,0.0,99,1.42,0.299,16.7,6.32,13.3,11158.45,17.4,10.8,82,13.6
2005-10-05,0.00,0.00,3,0.0,87,1.43,0.298,14.4,7.92,13.7,21900.42,18.6,12.0,85,14.7
2005-10-06,0.00,0.00,3,0.0,49,1.71,0.297,11.4,9.99,13.8,24078.45,19.6,10.4,86,14.6
2005-10-07,0.00,0.00,2,0.0,12,1.89,0.296,11.1,11.91,13.9,35760.80,18.6,8.7,81,13.7
2005-10-08,0.00,0.00,3,0.0,33,1.72,0.296,7.8,10.95,13.7,35584.66,19.0,8.8,82,13.7
2005-10-09,0.00,0.00,3,0.0,66,1.56,0.295,9.3,10.11,13.8,35435.04,18.2,10.8,86,13.7
2005-10-10,0.00,0.00,3,0.0,100,1.29,0.294,9.9,8.51,13.7,25325.29,17.7,7.8,89,12.3
2005-10-11,0.00,0.00,3,0.0,19,1.79,0.294,11.6,11.59,13.5,35225.80,17.3,6.4,81,11.9
2005-10-12,0.00,0.00,0,0.0,0,1.74,0.293,10.2,11.16,13.4,35120.49,18.8,6.9,82,12.3
2005-10-13,0.00,0.00,1,0.0,3,1.66,0.292,7.7,11.15,13.1,35014.74,17.2,6.4,79,11.3
2005-10-14,0.00,0.00,3,0.0,16,1.63,0.291,5.2,10.90,12.8,34856.52,18.0,7.2,78,12.2
2005-10-15,0.00,0.00,3,0.0,52,1.49,0.290,6.8,9.94,12.5,33290.35,17.0,5.6,81,11.3
2005-10-16,0.00,0.00,2,0.0,7,1.56,0.289,12.1,10.52,12.4,34377.67,13.0,5.9,78,8.8
2005-10-17,0.00,0.00,1,0.0,12,1.51,0.289,15.1,10.23,11.9,34139.86,12.3,4.2,77,7.7
2005-10-18,0.00,0.00,0,0.0,3,1.47,0.288,15.7,9.96,11.6,33903.39,11.9,4.4,78,7.4
2005-10-19,0.00,0.00,3,0.0,56,1.26,0.287,15.0,8.08,11.2,27974.67,11.9,1.8,79,6.8
2005-10-20,0.00,0.00,3,0.0,91,0.87,0.287,15.6,5.64,11.3,17590.55,14.9,6.9,91,10.3
2005-10-21,0.00,1.80,53,5.0,96,0.78,0.288,14.5,4.72,11.6,9813.60,15.6,8.8,93,12.6
2005-10-22,0.00,7.60,61,15.0,95,0.65,0.290,18.2,3.05,12.0,5922.71,15.1,12.0,90,13.7
2005-10-23,0.00,13.60,63,11.0,84,0.87,0.295,14.2,5.64,12.2,21850.66,13.4,9.0,88,12.1
2005-10-24,0.00,5.10,53,14.0,96,0.63,0.297,14.4,3.10,11.9,8194.23,12.5,8.4,90,10.5
2005-10-25,0.00,0.80,51,4.0,92,1.16,0.298,23.2,4.14,12.1,15959.66,16.5,11.3,84,13.4
2005-10-26,0.00,0.00,3,0.0,75,1.53,0.299,18.3,5.70,12.4,29064.74,16.3,12.1,76,13.6
2005-10-27,0.00,0.00,3,0.0,85,1.04,0.298,10.1,6.65,12.7,28800.00,19.0,12.5,90,14.7
2005-10-28,0.00,0.00,1,0.0,3,1.30,0.297,12.7,8.26,12.8,30948.03,19.3,10.3,86,13.8
2005-10-29,0.00,0.00,1,0.0,10,1.23,0.297,13.4,7.64,12.7,30268.65,17.4,8.6,85,12.2
2005-10-30,0.00,0.00,1,0.0,4,1.19,0.296,13.7,7.60,12.6,30067.64,17.7,9.0,84,12.3
2005-10-31,0.00,0.00,3,0.0,24,1.27,0.296,14.5,7.39,12.4,29729.99,17.0,7.2,82,11.4
2005-11-01,0.00,4.00,53,8.0,62,0.77,0.297,12.7,3.32,12.5,14044.15,14.6,9.5,84,11.7
2005-11-02,0.00,0.00,3,0.0,86,0.41,0.299,13.3,1.69,12.0,0.00,12.2,6.5,91,9.4
2005-11-03,0.00,2.20,53,5.0,60,1.04,0.299,18.2,6.50,12.3,29307.79,16.7,11.0,88,13.2
2005-11-04,0.00,4.90,55,8.0,90,0.31,0.301,10.0,1.40,12.3,652.27,13.3,11.1,93,12.1
2005-11-05,0.00,1.40,51,6.0,66,0.85,0.305,12.4,5.22,12.1,24166.91,11.6,7.6,83,9.4
2005-11-06,0.00,0.00,3,0.0,59,0.76,0.305,13.4,5.64,11.7,28730.80,10.8,7.2,86,8.8
2005-11-07,0.00,1.90,53,4.0,74,0.40,0.305,14.4,2.19,11.3,406.88,9.1,5.6,90,7.7
2005-11-08,0.00,0.00,3,0.0,48,0.81,0.306,13.0,4.80,11.3,20735.98,13.6,8.1,87,9.8
2005-11-09,0.00,0.00,3,0.0,48,0.94,0.305,11.7,5.80,11.1,27988.38,13.0,6.3,82,8.7
2005-11-10,0.00,0.00,3,0.0,81,0.83,0.305,10.0,4.85,11.0,22343.97,11.0,7.4,85,9.0
2005-11-11,0.00,0.00,3,0.0,100,0.67,0.305,15.2,2.56,11.0,6387.13,10.2,8.4,84,9.0
2005-11-12,0.00,0.00,3,0.0,48,0.57,0.304,13.5,3.14,10.7,23080.41,9.7,5.5,85,7.5
2005-11-13,0.00,0.00,3,0.0,68,0.44,0.304,5.6,2.49,10.4,15381.42,11.1,5.3,91,7.6
2005-11-14,0.00,0.00,3,0.0,90,0.32,0.304,5.1,2.16,10.1,0.00,7.5,4.8,96,6.2
2005-11-15,0.00,8.00,61,10.0,98,0.31,0.306,16.1,0.99,9.8,362.78,6.4,4.4,91,5.6
2005-11-16,0.00,3.80,55,10.0,89,0.34,0.312,15.8,2.61,9.5,8234.46,6.0,1.9,92,4.6
2005-11-17,0.00,1.60,51,9.0,87,0.48,0.313,16.2,3.35,9.0,17041.34,4.8,2.5,86,3.4
2005-11-18,0.14,0.40,71,4.0,79,0.41,0.314,9.8,3.11,8.5,16886.35,4.0,-0.1,87,2.2
2005-11-19,0.07,0.30,71,2.0,72,0.42,0.314,7.6,4.11,7.6,21486.40,3.3,-2.5,87,-0.0
2005-11-20,0.07,2.90,71,16.0,100,0.19,0.314,17.0,1.04,7.3,0.00,4.3,0.7,93,3.2
2005-11-21,0.00,2.20,53,8.0,88,0.33,0.316,15.0,2.49,7.4,5596.70,5.4,1.5,90,3.8
2005-11-22,0.00,0.00,3,0.0,72,0.32,0.316,8.4,2.46,6.9,3479.66,1.6,-0.6,85,0.6
2005-11-23,0.00,0.00,3,0.0,98,0.27,0.316,8.5,2.28,6.5,4779.32,2.5,-0.5,90,0.8
2005-11-24,0.91,1.20,73,3.0,100,0.29,0.316,10.8,1.95,6.3,5551.02,3.0,-0.5,91,1.4
2005-11-25,3.15,4.40,73,9.0,99,0.52,0.316,24.8,2.44,6.0,3130.81,0.4,-2.1,82,-0.6
2005-11-26,0.70,0.50,71,4.0,92,0.58,0.316,23.9,2.54,5.6,1707.71,0.4,-2.1,80,-0.8
2005-11-27,0.35,0.40,71,3.0,87,0.32,0.316,14.4,3.06,5.3,15026.51,1.5,-0.9,88,-0.0
2005-11-28,0.70,0.50,71,4.0,80,0.31,0.316,9.1,2.48,5.1,11582.59,1.2,-1.6,88,-0.4
2005-11-29,0.00,0.00,3,0.0,81,0.27,0.316,10.4,2.55,5.0,14718.75,2.0,0.1,91,0.8
2005-11-30,0.00,0.00,3,0.0,53,0.30,0.316,12.3,2.93,4.9,19692.96,2.4,-0.0,90,0.9
2005-12-01,0.00,0.00,2,0.0,33,0.40,0.316,12.9,3.47,4.7,24006.16,2.1,-1.9,85,-0.5
2005-12-02,0.00,0.00,3,0.0,74,0.66,0.316,16.5,4.09,4.5,21906.78,3.1,-3.8,75,-0.8
2005-12-03,0.00,0.00,3,0.0,81,0.36,0.317,15.5,2.58,4.4,5635.59,3.8,-0.0,86,1.9
2005-12-04,0.00,7.90,55,17.0,93,0.24,0.323,16.5,1.99,4.8,10800.00,6.8,3.9,94,5.3
2005-12-05,0.00,4.80,55,8.0,70,0.28,0.335,13.6,2.58,5.2,18878.72,5.9,4.1,94,4.9
2005-12-06,0.00,0.00,3,0.0,75,0.25,0.336,9.0,2.39,5.3,15243.45,4.1,2.3,94,3.4
2005-12-07,0.00,0.30,51,2.0,93,0.24,0.336,10.8,1.63,5.2,6834.38,4.6,2.6,93,3.5
2005-12-08,0.00,0.60,51,4.0,89,0.25,0.336,9.6,1.93,5.3,1994.59,4.4,1.1,91,3.0
2005-12-09,0.00,0.00,3,0.0,85,0.25,0.337,8.4,1.76,5.1,6210.00,3.5,1.1,92,2.1
2005-12-10,0.00,0.00,3,0.0,52,0.28,0.337,4.9,3.46,4.8,23583.58,1.3,-2.5,88,-0.1
2005-12-11,0.00,0.00,3,0.0,89,0.25,0.336,7.2,1.16,4.4,0.00,2.3,-2.8,86,-0.5
2005-12-12,0.00,0.30,51,2.0,87,0.12,0.337,9.5,0.63,4.3,0.00,4.0,0.7,95,2.3
2005-12-13,0.00,0.00,3,0.0,83,0.17,0.337,9.3,1.10,4.3,0.00,4.7,-1.0,96,2.2
2005-12-14,0.00,0.90,51,6.0,99,0.21,0.337,12.6,1.10,4.6,0.00,5.3,2.6,94,3.8
2005-12-15,0.00,2.40,51,9.0,99,0.27,0.338,23.2,0.55,4.8,0.00,5.2,3.9,92,4.5
2005-12-16,0.28,11.90,71,16.0,81,0.53,0.343,28.9,1.99,5.0,16362.89,6.8,0.9,86,4.0
2005-12-17,1.54,2.20,73,12.0,79,0.55,0.345,21.1,2.61,4.6,17357.22,0.9,-2.2,80,-0.5
2005-12-18,0.07,0.00,71,0.0,79,0.30,0.344,16.9,1.90,4.2,2503.03,0.9,-2.7,87,-0.6
2005-12-19,2.31,3.60,73,11.0,95,0.25,0.344,16.2,0.94,4.0,0.00,2.1,-1.5,89,0.5
2005-12-20,0.00,0.00,3,0.0,96,0.22,0.345,18.2,0.74,4.0,0.00,3.3,1.9,92,2.8
2005-12-21,0.00,0.30,51,3.0,98,0.24,0.346,12.9,1.39,4.2,0.00,3.7,1.9,91,2.8
2005-12-22,0.00,2.30,53,8.0,100,0.19,0.349,15.3,1.39,4.4,711.45,5.0,2.3,94,3.8
2005-12-23,0.00,3.40,53,10.0,99,0.17,0.353,13.3,0.86,4.7,0.00,5.5,4.2,97,4.8
2005-12-24,0.00,0.00,3,0.0,94,0.25,0.354,16.9,1.39,4.9,6839.28,6.2,4.4,92,5.2
2005-12-25,0.14,0.60,71,4.0,81,0.22,0.355,11.4,2.00,5.0,10208.53,4.5,0.1,92,2.8
2005-12-26,1.61,2.30,73,10.0,83,0.28,0.355,12.5,2.35,4.5,11482.52,1.2,-4.0,88,-0.1
2005-12-27,1.12,1.00,71,6.0,96,0.26,0.354,13.9,1.85,4.0,2023.94,-1.0,-4.6,86,-3.1
2005-12-28,1.40,0.90,71,8.0,94,0.25,0.354,13.9,2.03,3.7,467.39,-2.7,-6.5,85,-3.8
2005-12-29,0.91,0.70,71,4.0,95,0.28,0.354,16.3,2.18,3.4,6742.94,-2.5,-6.5,85,-4.2
2005-12-30,0.00,0.00,3,0.0,91,0.29,0.354,16.1,3.02,3.2,18000.00,-3.5,-5.4,87,-4.3
2005-12-31,1.75,2.70,73,7.0,98,0.27,0.354,19.2,1.54,3.0,0.00,4.2,-4.0,91,0.9
2006-01-01,0.00,0.00,3,0.0,83,0.16,0.358,10.6,1.01,2.9,57.04,3.2,0.4,96,2.1
2006-01-02,0.00,0.00,3,0.0,88,0.20,0.359,6.2,1.39,2.8,514.41,3.1,-1.3,96,0.9
2006-01-03,0.00,0.00,3,0.0,84,0.24,0.359,5.5,2.16,2.7,6281.37,1.5,-0.9,92,0.3
2006-01-04,0.00,0.00,3,0.0,95,0.25,0.358,6.8,2.02,2.6,2677.48,0.1,-2.1,88,-1.1
2006-01-05,0.07,0.10,71,1.0,99,0.31,0.358,15.0,1.25,2.6,0.00,0.7,-1.2,85,-0.2
2006-01-06,0.00,0.00,3,0.0,98,0.36,0.358,12.7,2.79,2.5,15537.78,2.4,-1.1,84,0.2
2006-01-07,0.00,0.00,3,0.0,98,0.30,0.357,11.6,1.95,2.5,8031.38,1.8,-0.8,85,0.2
2006-01-08,0.00,0.00,3,0.0,83,0.38,0.357,12.0,3.32,2.5,20572.35,2.5,-1.8,85,0.6
2006-01-09,0.00,0.00,1,0.0,22,0.31,0.356,9.1,3.87,2.4,24457.56,0.1,-3.7,86,-2.0
2006-01-10,0.00,0.00,3,0.0,76,0.33,0.356,12.1,3.98,2.3,24592.93,0.6,-3.5,87,-2.2
2006-01-11,0.14,1.70,71,5.0,96,0.34,0.356,17.7,3.31,2.2,17840.58,1.5,-3.1,88,-1.1
2006-01-12,0.00,0.20,51,1.0,100,0.21,0.357,6.5,1.80,2.2,0.00,2.3,0.0,96,0.8
2006-01-13,0.00,0.00,3,0.0,48,0.42,0.357,13.0,3.74,2.2,22155.09,3.0,-3.2,88,-0.2
2006-01-14,0.00,0.00,0,0.0,2,0.46,0.356,11.5,4.65,2.1,25064.12,1.8,-4.6,81,-2.1
2006-01-15,0.00,0.00,0,0.0,2,0.49,0.356,13.7,4.78,2.0,25134.74,-1.0,-7.3,78,-4.1
2006-01-16,0.00,0.00,0,0.0,0,0.60,0.356,14.1,4.74,1.8,25198.19,1.5,-7.3,74,-3.7
2006-01-17,1.75,3.80,73,9.0,79,0.36,0.356,18.2,2.26,1.8,8865.91,2.2,-2.8,87,-0.3
2006-01-18,0.35,2.00,71,9.0,85,0.32,0.357,17.6,2.65,1.7,12791.43,3.4,0.2,91,1.9
2006-01-19,0.00,1.20,51,4.0,100,0.28,0.358,8.5,2.74,1.7,6892.10,2.3,-0.8,94,0.8
2006-01-20,0.00,2.90,53,5.0,95,0.15,0.361,16.9,0.96,1.7,0.00,5.5,2.1,98,3.9
2006-01-21,0.28,4.30,73,15.0,83,0.29,0.366,20.2,2.02,1.8,338.31,4.3,0.7,92,2.7
2006-01-22,0.00,0.00,3,0.0,71,0.46,0.368,12.0,3.20,1.7,13590.89,-0.1,-5.7,77,-2.6
2006-01-23,0.00,0.00,0,0.0,1,0.79,0.368,12.3,5.55,1.6,26065.13,-3.8,-9.1,52,-6.5
2006-01-24,0.00,0.00,3,0.0,56,0.75,0.367,10.2,5.43,1.5,25355.31,0.5,-8.4,58,-5.1
2006-01-25,1.12,1.40,73,7.0,83,0.68,0.367,9.9,3.34,1.4,15897.96,0.6,-4.5,65,-2.4
2006-01-26,0.98,1.30,73,9.0,95,0.45,0.366,12.9,4.38,1.4,20773.44,-1.9,-5.9,78,-3.9
2006-01-27,0.00,0.00,3,0.0,40,0.40,0.366,8.5,5.17,1.2,23695.29,-3.7,-9.0,75,-6.7
2006-01-28,0.00,0.00,0,0.0,1,0.66,0.365,8.9,6.25,1.1,27382.20,1.5,-9.5,67,-5.1
2006-01-29,0.00,0.00,0,0.0,0,0.77,0.365,8.9,6.33,1.0,27621.07,2.6,-7.7,62,-3.6
2006-01-30,0.00,0.00,3,0.0,38,0.50,0.364,6.4,6.17,0.9,27569.84,2.3,-7.8,84,-2.9
2006-01-31,0.07,0.00,71,0.0,86,0.48,0.364,6.1,5.27,0.9,19877.99,3.4,-3.2,88,-0.5
2006-02-01,0.00,0.00,3,0.0,52,0.58,0.364,3.4,6.28,0.9,27496.13,4.7,-4.2,78,-0.7
2006-02-02,0.00,0.00,3,0.0,34,0.59,0.364,6.6,6.11,0.8,28090.11,2.7,-7.4,75,-3.6
2006-02-03,0.14,0.00,71,0.0,94,0.39,0.364,6.6,3.25,0.8,11800.16,1.1,-5.7,83,-2.9
2006-02-04,0.14,0.00,71,0.0,94,0.32,0.363,6.8,2.39,0.8,1039.85,1.6,-1.7,90,-0.6
2006-02-05,0.49,0.00,71,0.0,87,0.35,0.363,5.1,2.99,0.8,475.66,-0.2,-4.5,80,-2.1
2006-02-06,1.19,2.30,73,9.0,100,0.38,0.363,6.9,2.99,0.8,1122.35,2.4,-2.5,90,-0.3
2006-02-07,0.00,2.70,51,14.0,100,0.20,0.364,21.4,0.84,0.8,0.00,3.8,1.4,94,2.8
2006-02-08,0.56,5.90,73,16.0,98,0.31,0.369,21.5,2.22,0.9,830.60,3.7,1.2,93,2.6
2006-02-09,4.34,6.30,73,14.0,89,0.76,0.371,24.7,4.61,0.9,13258.89,1.7,-0.3,80,0.7
2006-02-10,2.73,4.30,73,17.0,91,0.49,0.371,18.0,4.52,0.9,22229.39,1.7,-0.5,88,0.5
2006-02-11,0.00,0.00,3,0.0,66,0.51,0.371,4.7,5.10,0.9,14400.00,1.0,-3.3,84,-0.9
