latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2022-07-09,0.00,0.80,51,7.0,81,3.87,0.201,13.5,19.75,16.8,50561.35,21.2,13.9,71,17.7
2022-07-10,0.00,0.70,51,7.0,79,2.72,0.201,16.4,13.49,16.5,23758.17,17.6,10.9,72,14.3
2022-07-11,0.00,1.40,51,10.0,87,1.95,0.202,9.7,9.49,16.3,5540.32,18.7,13.3,81,16.0
2022-07-12,0.00,0.10,51,1.0,66,5.12,0.199,5.5,26.73,16.7,50895.76,27.0,12.9,66,19.9
2022-07-13,0.00,0.30,51,1.0,80,4.01,0.194,12.1,12.19,17.3,16941.45,29.1,16.0,57,22.1
2022-07-14,0.00,3.80,63,3.0,58,4.88,0.194,11.2,22.77,17.7,45070.86,24.1,15.6,63,19.5
2022-07-15,0.00,0.10,51,1.0,62,3.56,0.192,9.7,17.34,17.3,39001.06,19.8,11.8,59,16.0
2022-07-16,0.00,0.00,3,0.0,39,4.83,0.192,13.9,23.84,17.1,49909.48,21.4,11.8,55,17.0
2022-07-17,0.00,0.00,3,0.0,34,5.20,0.193,4.7,28.07,17.2,53233.54,25.5,9.4,52,17.9
2022-07-18,0.00,0.00,3,0.0,64,5.68,0.188,6.0,25.93,17.6,50311.87,30.9,15.0,42,22.7
2022-07-19,0.00,0.00,0,0.0,3,6.55,0.190,6.6,28.11,18.4,52983.92,35.0,15.9,41,25.8
2022-07-20,0.00,0.00,3,0.0,40,7.07,0.184,9.6,26.60,19.2,52854.46,36.5,18.7,38,28.0
2022-07-21,0.00,2.80,61,10.0,69,4.17,0.189,12.2,19.31,19.4,36403.80,25.0,18.2,71,21.3
2022-07-22,0.00,0.10,51,1.0,98,3.05,0.195,8.0,14.40,18.9,17389.97,23.5,16.6,72,19.3
2022-07-23,0.00,6.60,63,7.0,61,4.49,0.199,8.8,23.86,18.8,51709.15,23.6,15.2,69,19.4
2022-07-24,0.00,0.00,3,0.0,44,5.25,0.193,6.9,24.60,18.9,52303.77,29.7,14.7,57,21.6
2022-07-25,0.00,0.00,3,0.0,68,5.51,0.182,12.4,20.35,19.3,44801.55,31.2,16.0,56,23.8
2022-07-26,0.00,0.40,51,4.0,46,4.25,0.189,12.7,20.51,19.2,51557.48,23.8,15.5,64,19.0
2022-07-27,0.00,0.40,51,3.0,62,4.15,0.189,10.0,21.70,18.7,48899.41,20.2,13.0,59,16.4
2022-07-28,0.00,0.00,3,0.0,73,4.33,0.183,7.9,21.91,18.4,45840.95,24.0,10.7,56,17.7
2022-07-29,0.00,3.60,61,8.0,91,3.70,0.179,6.7,16.15,18.7,28704.57,26.6,14.9,60,19.5
2022-07-30,0.00,5.30,63,7.0,63,3.49,0.187,7.0,18.25,18.5,46590.30,24.6,14.0,77,18.7
2022-07-31,0.00,0.10,51,1.0,81,3.67,0.185,8.8,16.52,18.6,33857.38,26.1,14.1,66,20.3
2022-08-01,0.00,1.10,51,8.0,69,3.87,0.191,11.1,20.41,18.7,44821.94,24.2,16.7,74,20.0
2022-08-02,0.00,0.00,3,0.0,70,4.58,0.191,5.5,23.03,18.7,46025.70,27.3,12.7,65,20.5
2022-08-03,0.00,0.00,3,0.0,53,4.98,0.187,6.5,22.38,19.1,46751.75,31.6,15.1,57,23.8
2022-08-04,0.00,2.40,61,1.0,62,5.61,0.180,9.3,22.07,19.7,48574.44,34.5,19.2,54,25.8
2022-08-05,0.00,2.90,53,12.0,91,3.03,0.180,11.4,14.48,19.9,25417.19,26.3,16.0,76,20.3
2022-08-06,0.00,0.00,3,0.0,27,3.92,0.182,9.7,20.36,19.1,47933.79,20.1,10.8,57,16.0
2022-08-07,0.00,0.00,1,0.0,7,4.80,0.184,6.8,25.22,18.9,49435.34,23.5,10.2,52,17.4
2022-08-08,0.00,0.00,1,0.0,4,5.22,0.191,8.3,24.88,19.0,49004.67,25.9,11.9,50,19.4
2022-08-09,0.00,0.00,2,0.0,17,5.09,0.182,10.1,22.29,19.3,48588.02,27.2,13.8,52,20.7
2022-08-10,0.00,0.00,2,0.0,15,5.51,0.174,8.6,24.42,19.5,48311.68,27.8,14.2,47,21.5
2022-08-11,0.00,0.00,3,0.0,27,5.75,0.178,8.4,24.60,19.7,48162.23,29.0,15.2,41,22.5
2022-08-12,0.00,0.00,0,0.0,3,6.05,0.181,10.9,24.28,19.8,47828.29,28.1,16.0,40,22.5
2022-08-13,0.00,0.00,3,0.0,21,4.94,0.177,8.4,20.26,19.9,47108.12,29.0,14.8,48,22.3
2022-08-14,0.00,0.50,51,2.0,32,5.13,0.174,10.0,22.00,20.2,47103.11,29.8,16.9,60,23.4
2022-08-15,0.00,4.00,61,5.0,83,3.26,0.178,6.0,16.21,20.4,32902.61,27.8,17.4,70,21.2
2022-08-16,0.00,0.10,51,1.0,21,4.05,0.188,6.4,21.24,20.1,46918.75,27.5,15.9,68,21.5
2022-08-17,0.00,0.30,51,3.0,80,3.16,0.182,6.9,12.57,20.1,22827.83,28.7,15.8,60,22.1
2022-08-18,0.00,0.30,51,2.0,92,2.94,0.180,8.4,13.63,20.0,25355.57,25.1,16.0,74,20.5
2022-08-19,0.00,0.20,51,1.0,97,4.26,0.174,12.5,18.54,20.1,38075.41,26.1,18.2,65,21.7
2022-08-20,0.00,1.80,53,8.0,88,3.15,0.171,10.9,14.31,20.1,31076.25,24.5,17.5,72,20.3
2022-08-21,0.00,0.20,51,2.0,51,4.19,0.171,6.9,19.81,19.9,46763.16,26.0,13.8,62,19.8
2022-08-22,0.00,0.00,3,0.0,32,4.31,0.171,6.1,20.01,19.9,46477.19,26.6,12.9,52,20.4
2022-08-23,0.00,0.00,3,0.0,33,4.51,0.167,7.3,19.31,20.2,37947.57,29.0,15.6,49,22.5
2022-08-24,0.00,0.00,3,0.0,31,4.93,0.160,7.6,20.55,20.4,46400.17,30.7,15.2,49,23.1
2022-08-25,0.00,0.00,3,0.0,40,4.27,0.160,9.3,17.76,20.5,42677.66,28.9,16.5,61,22.9
2022-08-26,0.00,2.00,61,3.0,74,3.88,0.159,7.9,17.19,20.7,39831.40,29.3,17.8,66,23.1
2022-08-27,0.00,0.60,51,4.0,100,2.47,0.170,12.9,11.29,20.3,12795.58,21.8,17.3,78,19.2
2022-08-28,0.00,0.00,3,0.0,27,3.89,0.176,11.7,20.07,19.9,45749.71,21.4,13.1,63,17.5
2022-08-29,0.00,0.00,3,0.0,64,3.54,0.177,7.0,19.23,19.4,44485.05,22.2,10.0,64,16.2
2022-08-30,0.00,0.00,3,0.0,76,3.75,0.172,8.1,18.10,19.4,45157.43,24.8,13.6,64,18.9
2022-08-31,0.00,0.20,51,2.0,90,2.91,0.174,10.6,11.52,19.4,17085.86,21.6,14.4,63,18.1
2022-09-01,0.00,0.00,3,0.0,23,4.01,0.167,9.8,18.09,19.1,44586.75,23.7,10.3,53,17.2
2022-09-02,0.00,0.00,3,0.0,64,4.00,0.173,10.6,15.47,18.9,38621.36,22.5,12.3,48,17.9
2022-09-03,0.00,0.00,3,0.0,43,3.89,0.172,10.8,15.87,18.9,39084.55,23.7,11.7,50,17.9
2022-09-04,0.00,1.70,53,4.0,42,2.99,0.172,5.6,15.23,18.7,40524.92,24.8,11.9,66,18.5
2022-09-05,0.00,0.00,3,0.0,71,3.97,0.172,8.5,16.68,18.8,42291.78,27.2,14.5,58,21.1
2022-09-06,0.00,0.00,3,0.0,70,3.72,0.169,6.7,16.51,19.3,34309.59,28.3,16.2,57,21.6
2022-09-07,0.00,3.10,61,4.0,88,3.64,0.170,8.9,15.63,19.4,38257.07,27.6,15.3,63,20.8
2022-09-08,0.00,7.70,61,7.0,86,1.83,0.169,9.5,8.42,19.0,19298.38,19.8,13.7,78,16.9
2022-09-09,0.00,1.40,53,7.0,79,2.34,0.173,13.0,13.24,18.5,38258.69,19.5,12.7,81,15.6
2022-09-10,0.00,4.30,63,10.0,89,1.61,0.180,9.5,9.10,18.0,12385.86,18.9,11.8,87,14.6
2022-09-11,0.00,0.10,51,1.0,39,2.43,0.185,9.5,14.23,17.7,39951.57,19.8,12.3,79,15.3
2022-09-12,0.00,0.00,3,0.0,57,2.58,0.189,4.8,14.86,17.5,38738.78,21.8,10.0,76,15.6
2022-09-13,0.00,0.40,51,2.0,98,2.57,0.195,7.9,12.60,17.6,34340.46,23.9,12.8,72,18.2
2022-09-14,0.00,17.80,61,22.0,100,0.72,0.205,6.2,3.48,17.5,0.00,17.7,14.0,91,15.2
2022-09-15,0.00,0.40,51,4.0,78,1.67,0.210,11.9,8.65,16.8,19367.84,16.8,11.0,81,13.4
2022-09-16,0.00,0.20,51,2.0,59,2.25,0.212,15.7,12.85,16.4,35826.34,15.3,9.7,73,11.8
2022-09-17,0.00,4.30,61,8.0,75,2.04,0.212,21.3,12.47,15.9,32578.68,13.3,9.1,76,10.5
2022-09-18,0.00,8.80,63,14.0,92,0.89,0.213,17.3,3.25,15.2,0.00,11.4,7.7,84,9.4
2022-09-19,0.00,2.00,53,8.0,87,1.67,0.213,18.6,9.55,14.7,18222.55,14.9,8.1,82,10.6
2022-09-20,0.00,0.10,51,1.0,45,1.91,0.213,12.7,12.75,14.4,38385.67,13.9,7.5,78,10.2
2022-09-21,0.00,0.00,3,0.0,26,2.03,0.216,5.1,14.06,14.1,39840.94,15.2,4.2,78,9.8
2022-09-22,0.00,0.00,3,0.0,33,2.12,0.217,4.3,13.20,13.8,38521.86,16.0,6.2,66,11.0
2022-09-23,0.00,0.00,3,0.0,84,2.25,0.212,6.8,13.92,13.6,31541.98,17.0,4.7,69,11.3
2022-09-24,0.00,0.30,51,2.0,85,1.78,0.213,5.0,11.07,13.8,34964.74,16.4,6.7,79,12.0
2022-09-25,0.00,0.70,53,3.0,79,1.27,0.212,9.8,6.63,13.9,8899.13,14.6,8.6,81,11.7
2022-09-26,0.00,2.80,53,9.0,88,1.46,0.213,14.9,8.23,13.4,18084.75,13.7,6.2,81,9.5
2022-09-27,0.00,6.70,61,11.0,94,1.36,0.216,15.6,8.53,13.2,19712.80,11.5,6.6,81,9.4
2022-09-28,0.00,5.50,61,15.0,75,1.32,0.221,11.5,9.28,12.8,27369.04,11.1,4.7,82,8.1
2022-09-29,0.00,1.70,53,8.0,61,1.65,0.225,4.1,11.98,12.5,35961.61,13.7,4.4,81,8.4
2022-09-30,0.00,0.00,3,0.0,29,2.06,0.225,7.7,13.40,12.2,37882.77,15.3,3.1,76,8.8
2022-10-01,0.00,8.00,61,13.0,82,1.11,0.230,17.7,6.17,12.2,12280.27,15.2,7.7,85,10.3
2022-10-02,0.00,0.30,51,2.0,64,1.41,0.232,14.3,7.41,12.5,22567.32,15.3,9.6,82,12.1
2022-10-03,0.00,0.00,3,0.0,77,1.60,0.231,11.5,10.20,12.6,34561.48,15.2,8.7,81,11.7
2022-10-04,0.00,0.00,3,0.0,63,1.84,0.232,8.5,12.34,12.5,30843.26,16.7,5.2,83,10.7
2022-10-05,0.00,0.00,3,0.0,66,1.47,0.231,15.1,9.32,12.6,27693.52,16.3,8.3,85,12.5
2022-10-06,0.00,0.00,3,0.0,32,2.25,0.230,11.7,12.91,13.1,36507.44,16.5,6.9,70,13.4
2022-10-07,0.00,0.00,3,0.0,28,1.89,0.229,6.9,13.15,12.6,35934.40,16.6,3.6,80,9.9
2022-10-08,0.00,0.50,51,3.0,35,1.50,0.230,10.6,9.00,12.4,25262.35,14.9,6.7,79,9.9
2022-10-09,0.00,0.00,3,0.0,14,1.76,0.232,6.7,12.69,12.0,35681.66,15.0,3.4,80,8.6
2022-10-10,0.00,0.10,51,1.0,48,1.78,0.232,10.2,11.91,11.8,35239.23,17.3,3.6,80,10.4
2022-10-11,0.00,0.00,2,0.0,17,1.56,0.231,7.2,11.48,12.0,35285.30,13.8,5.5,80,9.5
2022-10-12,0.00,0.00,3,0.0,54,1.44,0.230,5.0,10.39,11.5,30705.32,15.4,3.7,81,8.7
2022-10-13,0.00,0.30,51,3.0,86,0.81,0.231,9.3,5.77,11.4,5091.70,13.8,4.6,94,9.1
2022-10-14,0.00,1.80,53,7.0,96,0.82,0.232,11.0,4.91,11.8,4266.97,15.4,9.5,93,12.1
2022-10-15,0.00,1.20,53,5.0,80,1.17,0.233,11.2,7.82,12.3,26243.50,16.9,10.3,92,13.8
2022-10-16,0.00,0.90,53,3.0,84,1.39,0.234,10.3,7.79,12.7,27141.25,18.8,12.9,86,15.0
2022-10-17,0.00,0.00,3,0.0,96,1.65,0.235,11.1,8.73,13.1,28800.00,21.4,13.1,84,16.5
2022-10-18,0.00,12.90,63,13.0,68,0.97,0.257,6.7,5.75,13.4,18106.29,17.4,10.1,90,14.4
2022-10-19,0.00,0.00,3,0.0,64,1.01,0.275,7.8,7.72,12.8,25131.97,12.5,6.2,88,8.6
2022-10-20,0.00,2.40,55,4.0,94,1.15,0.276,8.4,7.91,12.2,19593.56,14.4,3.3,86,9.0
2022-10-21,0.00,6.60,61,7.0,98,0.47,0.279,9.6,3.00,12.4,3600.00,15.0,9.9,95,12.7
2022-10-22,0.00,2.80,63,1.0,71,1.33,0.282,10.3,8.80,12.8,31316.90,17.6,9.9,87,13.2
2022-10-23,0.00,1.10,53,3.0,100,1.10,0.281,8.8,6.50,12.6,16792.85,16.9,8.6,89,12.8
2022-10-24,0.00,0.10,51,1.0,79,1.63,0.286,16.0,7.48,13.0,25393.36,17.8,12.6,79,14.7
2022-10-25,0.00,0.50,51,3.0,61,1.18,0.286,12.8,6.87,13.1,25470.20,15.9,7.8,83,12.6
2022-10-26,0.00,0.00,3,0.0,83,1.03,0.286,9.2,6.49,12.7,23282.23,18.1,7.3,89,12.2
2022-10-27,0.00,0.60,53,1.0,93,0.97,0.285,8.7,6.94,12.7,25682.33,19.0,7.7,92,13.0
2022-10-28,0.00,0.00,3,0.0,88,1.61,0.283,12.7,7.81,13.2,26442.69,21.0,12.9,79,16.3
2022-10-29,0.00,0.00,3,0.0,99,0.72,0.281,7.3,3.91,13.3,6042.47,18.7,10.5,89,14.2
2022-10-30,0.00,0.00,3,0.0,71,1.28,0.279,8.9,7.70,13.3,29400.66,20.2,11.0,83,14.8
2022-10-31,0.00,0.00,3,0.0,86,0.82,0.279,5.8,5.49,13.1,14798.14,16.4,8.7,90,12.6
2022-11-01,0.00,1.20,55,1.0,58,1.25,0.279,13.4,6.36,13.1,19293.98,17.0,9.2,81,12.7
2022-11-02,0.00,0.00,3,0.0,44,1.27,0.279,14.1,7.53,12.8,29682.92,13.5,6.7,77,9.8
2022-11-03,0.00,0.70,51,3.0,100,0.88,0.278,12.0,5.42,12.3,15792.48,12.6,5.9,84,9.3
2022-11-04,0.00,1.90,53,6.0,98,0.77,0.283,10.6,5.50,12.1,23679.69,11.7,6.2,83,9.2
2022-11-05,0.00,0.20,51,2.0,47,0.90,0.284,8.8,7.24,11.6,28800.00,10.8,4.7,84,6.9
2022-11-06,0.00,0.90,53,2.0,69,0.98,0.284,15.3,6.85,11.2,28751.96,10.1,4.7,82,7.2
2022-11-07,0.00,0.00,3,0.0,97,0.82,0.284,18.3,3.35,11.3,8664.80,12.9,7.5,84,10.1
2022-11-08,0.00,0.70,51,2.0,90,1.07,0.284,13.2,5.58,11.4,23652.89,13.2,7.8,81,10.8
2022-11-09,0.00,1.40,51,7.0,100,0.79,0.285,16.0,4.28,11.6,13913.55,14.1,9.8,85,11.5
2022-11-10,0.00,0.00,3,0.0,64,0.80,0.288,12.7,4.55,11.4,26113.21,13.0,7.4,84,9.6
2022-11-11,0.00,0.00,3,0.0,81,0.70,0.287,9.0,6.04,11.0,28200.07,11.7,5.1,90,7.2
2022-11-12,0.00,0.00,3,0.0,98,0.59,0.287,6.3,5.20,10.4,21671.36,11.0,4.5,92,6.6
2022-11-13,0.00,0.00,3,0.0,37,0.79,0.286,5.5,6.50,9.5,27935.56,12.6,1.4,81,6.8
2022-11-14,0.00,0.00,3,0.0,26,0.70,0.285,11.9,6.06,8.4,27723.99,9.3,-0.3,86,5.3
2022-11-15,0.00,0.20,51,2.0,86,0.69,0.286,11.4,4.54,9.1,20684.13,13.1,7.8,87,10.0
2022-11-16,0.00,9.20,61,12.0,80,0.45,0.293,8.5,3.01,9.5,11199.26,11.1,3.8,91,8.5
2022-11-17,0.00,9.00,61,13.0,90,0.34,0.299,13.2,1.92,9.3,3888.56,10.0,4.4,94,7.2
2022-11-18,0.21,7.20,71,12.0,99,0.30,0.307,7.3,1.85,9.1,567.13,8.4,0.4,96,6.0
2022-11-19,1.19,1.70,73,8.0,49,0.50,0.309,9.3,4.98,8.1,23128.41,0.2,-5.0,78,-1.7
2022-11-20,1.40,2.90,75,5.0,67,0.40,0.309,5.4,3.87,6.9,24477.81,2.7,-5.9,85,-1.6
2022-11-21,0.35,4.20,71,10.0,95,0.28,0.311,9.1,2.33,7.0,6262.49,5.2,0.6,92,2.7
2022-11-22,0.00,2.30,53,7.0,100,0.47,0.312,14.2,3.39,7.1,12586.01,6.4,2.7,87,4.9
2022-11-23,0.00,1.50,55,3.0,76,0.52,0.312,14.4,3.50,7.4,17150.98,8.4,3.8,86,5.9
2022-11-24,0.00,0.50,51,2.0,60,0.44,0.312,11.4,3.55,7.4,17080.58,8.8,3.5,91,5.6
2022-11-25,0.00,0.00,3,0.0,74,0.26,0.313,10.0,2.14,7.2,3600.00,7.6,1.3,95,4.8
2022-11-26,0.00,0.00,3,0.0,67,0.43,0.313,8.0,4.44,7.2,25006.30,8.4,2.6,93,5.0
2022-11-27,0.00,0.00,3,0.0,98,0.49,0.312,11.3,2.72,7.1,3880.14,7.1,3.0,85,4.6
2022-11-28,0.00,2.20,51,11.0,100,0.36,0.311,9.1,1.76,7.0,0.00,5.8,3.2,85,4.5
2022-11-29,0.00,2.50,51,15.0,100,0.19,0.313,5.4,1.11,7.2,0.00,7.5,5.4,97,6.3
2022-11-30,0.00,1.90,51,12.0,100,0.21,0.316,6.3,1.09,7.4,0.00,6.5,5.8,96,6.1
2022-12-01,0.00,0.00,3,0.0,98,0.29,0.316,8.1,2.31,7.2,4475.75,5.6,2.1,89,3.5
2022-12-02,2.38,3.40,73,16.0,100,0.29,0.317,12.5,1.11,6.7,0.00,1.9,-0.1,85,0.9
2022-12-03,0.21,0.30,71,3.0,100,0.23,0.317,10.8,1.09,6.2,0.00,-0.2,-1.2,86,-0.8
2022-12-04,0.00,0.00,3,0.0,100,0.19,0.317,10.9,1.16,5.8,0.00,2.1,-1.1,93,0.7
2022-12-05,3.78,6.70,75,10.0,100,0.18,0.318,6.9,0.89,5.7,0.00,2.7,0.9,95,1.7
2022-12-06,0.00,0.60,51,6.0,100,0.19,0.319,8.9,0.96,5.6,0.00,3.2,1.5,93,2.1
2022-12-07,0.07,0.50,71,4.0,96,0.33,0.319,13.4,2.84,5.6,18000.00,3.9,1.8,88,2.7
2022-12-08,0.14,1.50,71,9.0,99,0.24,0.321,11.5,1.28,5.5,0.00,3.5,1.1,90,2.2
2022-12-09,0.07,0.10,71,1.0,88,0.17,0.321,4.3,1.53,5.0,0.00,0.6,-2.0,96,-0.3
2022-12-10,0.56,0.80,73,4.0,97,0.23,0.321,8.2,1.65,4.7,0.00,-0.1,-2.6,87,-1.0
2022-12-11,0.00,0.00,3,0.0,90,0.23,0.321,6.0,1.27,4.4,0.00,-0.7,-3.8,84,-1.9
2022-12-12,0.14,0.20,71,2.0,92,0.25,0.321,3.3,2.44,4.1,12596.25,-0.3,-4.1,84,-2.2
2022-12-13,0.00,0.00,3,0.0,44,0.24,0.320,4.1,4.28,3.6,23469.97,-2.7,-7.3,85,-5.3
2022-12-14,0.14,0.20,71,2.0,67,0.31,0.321,4.9,2.51,3.3,9151.37,-1.6,-6.2,70,-4.4
2022-12-15,0.00,0.00,3,0.0,20,0.27,0.320,4.7,4.22,2.9,23361.46,-0.7,-8.1,83,-5.4
2022-12-16,0.00,0.00,3,0.0,27,0.23,0.320,6.8,4.00,2.6,23295.37,-1.7,-7.0,91,-5.3
2022-12-17,0.00,0.00,3,0.0,60,0.18,0.320,4.9,3.04,2.2,13144.69,-3.1,-8.8,93,-6.4
2022-12-18,0.00,0.00,3,0.0,52,0.42,0.320,10.5,3.83,1.9,17636.73,-1.0,-10.0,80,-5.6
2022-12-19,0.07,3.60,71,13.0,100,0.28,0.322,17.0,0.61,1.7,0.00,3.2,-2.6,86,0.7
2022-12-20,0.00,3.70,61,7.0,97,0.27,0.324,17.8,1.96,1.8,7657.54,7.3,2.4,93,4.7
2022-12-21,0.00,2.10,53,8.0,99,0.20,0.329,11.2,1.67,1.9,2879.28,8.8,4.6,96,6.1
2022-12-22,0.00,6.70,61,13.0,98,0.22,0.335,11.8,1.15,2.0,0.00,8.9,3.6,95,6.6
2022-12-23,0.00,9.00,63,14.0,93,0.18,0.342,13.1,0.66,2.3,0.00,9.8,5.5,95,7.0
2022-12-24,0.00,1.60,53,5.0,81,0.46,0.346,13.9,3.00,3.3,17062.65,9.6,2.2,89,7.5
2022-12-25,0.00,11.00,63,13.0,97,0.18,0.350,11.2,0.72,3.8,0.00,9.4,2.0,97,7.1
2022-12-26,0.00,2.70,53,8.0,95,0.42,0.352,16.1,2.12,4.8,4243.98,10.4,3.6,88,8.8
2022-12-27,0.00,0.00,3,0.0,68,0.47,0.352,17.7,2.58,4.6,13073.17,6.1,1.7,85,3.2
2022-12-28,0.00,1.10,51,6.0,99,0.37,0.351,21.0,1.08,4.7,0.00,7.3,1.5,90,5.2
2022-12-29,0.00,4.00,53,14.0,91,0.64,0.352,21.9,2.10,5.4,9370.22,10.3,5.5,85,8.3
2022-12-30,0.00,3.10,53,7.0,80,0.42,0.353,18.8,1.70,5.5,400.75,9.3,3.0,88,5.7
2022-12-31,0.00,2.10,53,9.0,100,1.10,0.360,24.9,2.22,6.5,10317.43,16.3,9.9,82,13.2
2023-01-01,0.00,2.20,53,7.0,94,1.28,0.362,17.9,1.34,7.3,735.03,15.0,10.1,73,12.1
2023-01-02,0.00,1.50,51,10.0,92,0.74,0.364,15.6,1.89,7.5,4217.23,12.3,6.8,81,10.2
2023-01-03,0.00,0.00,3,0.0,71,0.36,0.364,11.1,3.30,7.0,21674.46,7.5,3.3,92,5.4
2023-01-04,0.00,3.20,55,13.0,97,0.43,0.363,23.6,0.85,6.9,0.00,10.4,4.4,90,7.5
2023-01-05,0.00,1.90,53,6.0,87,0.64,0.363,17.2,2.24,7.3,13691.01,9.9,6.1,84,8.5
2023-01-06,0.00,1.70,53,9.0,99,0.30,0.361,14.0,1.28,7.5,1303.33,9.6,8.1,91,8.8
2023-01-07,0.00,0.10,51,1.0,94,0.46,0.361,15.5,2.63,7.5,10594.73,9.4,6.3,89,7.7
2023-01-08,0.00,3.40,53,16.0,94,0.41,0.362,16.5,2.73,7.5,16583.65,8.6,6.4,90,7.6
2023-01-09,0.00,6.90,63,9.0,90,0.40,0.369,15.0,3.01,7.3,16537.05,7.1,4.2,88,5.8
2023-01-10,0.00,0.70,51,3.0,86,0.51,0.369,15.9,3.06,6.9,13415.98,5.9,2.9,85,4.5
2023-01-11,0.00,4.60,61,11.0,85,0.30,0.369,17.6,0.84,6.8,0.00,9.0,4.1,90,6.3
2023-01-12,0.00,14.10,61,22.0,100,0.40,0.376,25.1,0.67,6.9,0.00,8.5,5.1,90,7.3
2023-01-13,0.00,3.20,53,14.0,86,0.83,0.382,21.5,3.99,7.1,22391.23,8.9,5.9,81,7.5
2023-01-14,0.00,7.40,55,14.0,100,0.37,0.384,21.0,0.71,6.9,0.00,8.9,3.7,88,6.2
2023-01-15,0.00,6.70,61,15.0,85,0.66,0.393,20.8,3.24,6.8,14435.37,9.0,3.3,82,5.4
2023-01-16,0.56,2.20,73,8.0,98,0.48,0.393,19.6,2.20,6.4,3610.71,3.7,2.5,84,3.1
2023-01-17,0.21,1.50,71,9.0,88,0.45,0.392,12.9,3.41,5.9,15326.38,3.2,-2.8,83,1.4
2023-01-18,0.00,0.00,3,0.0,91,0.41,0.390,8.4,4.11,5.0,16170.74,2.2,-3.8,82,-1.6
2023-01-19,0.63,0.90,73,5.0,66,0.25,0.389,13.3,1.38,4.6,0.00,2.0,-4.0,88,-1.4
2023-01-20,0.14,0.20,71,2.0,81,0.28,0.387,7.3,2.91,4.3,2122.80,1.3,-5.2,89,-1.8
2023-01-21,0.14,0.20,71,1.0,85,0.32,0.385,15.4,1.98,3.8,0.00,-0.0,-5.5,89,-2.2
2023-01-22,1.68,2.40,73,11.0,100,0.21,0.384,14.0,1.19,3.5,0.00,0.9,-0.5,92,0.0
2023-01-23,0.00,0.00,3,0.0,100,0.25,0.382,11.1,1.79,3.5,0.00,2.1,0.1,91,0.9
2023-01-24,0.00,0.00,3,0.0,100,0.33,0.380,10.3,2.78,3.5,1710.99,1.9,0.4,88,0.9
2023-01-25,0.00,0.00,3,0.0,100,0.24,0.379,4.9,2.42,3.4,0.00,0.4,-1.2,95,-0.5
2023-01-26,0.56,0.80,73,5.0,100,0.19,0.377,6.4,0.96,3.1,0.00,0.1,-3.1,90,-1.5
2023-01-27,0.70,0.90,73,6.0,100,0.22,0.376,13.8,1.21,3.1,0.00,2.5,0.2,93,1.1
2023-01-28,0.00,0.00,3,0.0,58,0.36,0.375,9.4,4.20,3.1,16689.52,0.6,-4.3,86,-1.8
2023-01-29,0.00,0.00,3,0.0,96,0.43,0.373,9.2,2.40,2.8,3263.79,0.6,-4.6,79,-1.6
2023-01-30,0.00,1.40,51,10.0,90,0.68,0.373,23.7,4.70,2.7,21795.19,4.8,-0.5,84,2.9
2023-01-31,0.00,0.80,51,7.0,91,0.36,0.372,19.2,1.00,3.0,0.00,5.0,1.2,87,3.1
2023-02-01,0.28,3.50,73,10.0,90,0.69,0.372,23.4,3.23,3.3,7200.00,5.6,2.6,83,4.0
2023-02-02,2.73,14.30,73,17.0,94,0.25,0.378,13.4,0.96,3.4,0.00,5.3,1.7,93,3.1
2023-02-03,0.00,1.70,51,10.0,98,0.54,0.387,22.8,1.33,3.9,0.00,7.8,4.9,86,6.3
2023-02-04,0.00,0.20,51,2.0,83,0.64,0.388,10.0,5.22,4.1,21752.04,5.0,-0.4,81,3.4
2023-02-05,1.54,3.60,73,10.0,100,0.24,0.385,7.8,1.32,3.8,0.00,3.8,-1.3,89,1.4
2023-02-06,0.00,0.00,3,0.0,68,0.59,0.384,12.6,5.96,3.7,24731.56,3.9,-1.5,87,1.2
2023-02-07,0.00,0.00,3,0.0,39,0.68,0.383,5.8,7.88,3.4,30030.75,2.5,-5.0,79,-1.6
2023-02-08,0.00,0.00,2,0.0,14,0.95,0.381,6.8,8.38,3.0,30258.82,4.4,-5.3,62,-1.8
2023-02-09,0.00,0.00,3,0.0,51,0.91,0.380,8.9,8.34,2.8,30489.65,2.8,-5.4,66,-2.2
2023-02-10,0.00,0.00,3,0.0,88,0.76,0.379,8.9,6.98,2.6,26597.61,5.3,-3.4,81,1.2
2023-02-11,0.00,0.00,3,0.0,100,0.42,0.378,11.6,2.44,2.8,0.00,7.3,-0.5,90,4.2
2023-02-12,0.00,0.10,51,1.0,100,0.38,0.377,5.2,2.23,3.6,0.00,8.2,5.7,92,6.5
2023-02-13,0.00,0.00,3,0.0,59,0.81,0.377,5.6,7.39,4.1,22629.92,9.4,1.5,91,5.2
